auc_delta	cluster	cluster_top_signature	collection	dataset_id	doi	evidence_note	expected_cluster_label	leading_overlap_genes	mean_metric_background	mean_metric_in_pathway	notes	overlap_marker_genes	overlap_n	p_adj_bh	p_value	panel	pathway_name	pathway_priority_label	pathway_size_in_ranked_genes	ranked_gene_n	reference	reference_marker_genes	significant_fdr_0_05	status	summary_id	support_status	url	value
0.2850451656072265	3	t_nk	reactome	pdac_gse263733				DDX47;FBL;KRR1;NOP58;PNO1;RPS14;RPS2;RPS6;RPS7;RPS9;SNU13	1.0964589777866294	7.1718741806054656				0.003183089510584986	0.0005028757183920233	figure4_pathway_top_hits	REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	background_significant_pathway	11	3000			True					
0.28446728915112995	3	t_nk	reactome	pdac_gse263733				GPC2;HSPA8;JAK1;MED10;MED17;MED30;MED4;PPP1CB;RPS27A;SPCS1;UBA52	1.1090979959629803	3.7375082415951923				0.0032449141185514475	0.000514920644164502	figure4_pathway_top_hits	REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY	background_significant_pathway	11	3000			True					
0.28416314364792117	3	t_nk	reactome	pdac_gse263733				BTG2;CCNA2;CDKN1B;CNOT6L;CNOT7;GADD45A;NPM1;PLK3;RBL1;RBL2;RGCC	1.1128891704064756	2.707342749630863				0.0032783109190369824	0.000521366793809487	figure4_pathway_top_hits	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	manuscript_interpretable_candidate	11	3000			True					
0.28416314364792117	3	t_nk	reactome	pdac_gse263733				BTG2;CCNA2;CDKN1B;CNOT6L;CNOT7;GADD45A;NPM1;PLK3;RBL1;RBL2;RGCC	1.1128891704064756	2.707342749630863				0.0032783109190369824	0.000521366793809487	figure4_pathway_interpretable_hits	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	manuscript_interpretable_candidate	11	3000			True					
0.24696201320447808	3	t_nk	reactome	pdac_gse263733				ARHGAP28;ARHGAP30;ARHGAP4;ARHGAP9;ARHGDIB;ARHGEF1;ARHGEF3;C1QBP;DOCK2;PIK3R1;PIK3R2;RASGRF2;TAGAP;TIAM1	1.1148473396231806	1.948024605434122				0.0039354923391650976	0.0006566143259058306	figure4_pathway_top_hits	REACTOME_RHOA_GTPASE_CYCLE	background_significant_pathway	14	3000			True					
0.2770917606983181	3	t_nk	reactome	pdac_gse263733				CNTRL;HAUS3;HAUS7;PCM1;PPP1CB;PPP1R12A;RPS27A;SFI1;SKP1;TUBA1A;UBA52	1.1103757775453544	3.390300137075511				0.00411524051993343	0.0006939879787606046	figure4_pathway_top_hits	REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	background_significant_pathway	11	3000			True					
0.26310798750557784	3	t_nk	reactome	pdac_gse263733				EIF2S3;HSPA8;JAK1;KPNA5;NPM1;RPS27A;STAT3;TPR;TUBA1A;TUBA8;TUBB1;UBA52	1.1038602504831625	4.822672678933789				0.004402926888033436	0.0007615203124655015	figure4_pathway_top_hits	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	low_specificity_housekeeping_or_infection_proxy	12	3000			True					
0.23465103294249023	3	t_nk	reactome	pdac_gse263733				BUB3;CNTRL;EML4;HAUS3;HAUS7;KIF2A;MZT2A;MZT2B;PCM1;PPP2R5C;RPS27;SFI1;TUBA1A;TUBA8;TUBB1	1.1127240886568939	2.3150063966711363				0.004548560309888197	0.0007901254998397337	figure4_pathway_top_hits	REACTOME_MITOTIC_PROMETAPHASE	background_significant_pathway	15	3000			True					
0.2832775919732441	3	t_nk	reactome	pdac_gse263733				B2M;FYN;GRAP2;HLA-E;KLRK1;LAT;LCK;LCP2;PIK3R1;PIK3R2	1.1134628451641502	2.695259355008602				0.005105832048835966	0.0009137761394442584	figure4_pathway_top_hits	REACTOME_DAP12_INTERACTIONS	background_significant_pathway	10	3000			True					
0.2832775919732441	3	t_nk	reactome	pdac_gse263733				B2M;FYN;GRAP2;HLA-E;KLRK1;LAT;LCK;LCP2;PIK3R1;PIK3R2	1.1134628451641502	2.695259355008602				0.005105832048835966	0.0009137761394442584	figure4_pathway_top_hits	REACTOME_DAP12_SIGNALING	background_significant_pathway	10	3000			True					
0.1802265344982079	3	t_nk	reactome	pdac_gse263733				AXIN2;CALM1;CCDC88C;FRAT1;GNAO1;GNG8;LEF1;NFATC1;PPP2R5C;PRKCA;PSMD6;RAC2;ROR2;RPS27A;SKP1;TCF7;TLE4;TNRC6B;TNRC6C;UBA52;WIF1;WNT10B;WNT2;WNT2B	1.1052225780370473	2.794337848026771				0.005920333565815729	0.0010884519363255584	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_WNT	background_significant_pathway	24	3000			True					
0.2641351622616259	3	t_nk	reactome	pdac_gse263733				BIRC3;IKBKE;MAPK11;RPS27A;RPS6KA5;S100B;SKP1;TIFA;TRAF3;UBA52;UBE2D2	1.1095023342047505	3.627638513899662				0.006209338354196951	0.0011532461281316027	figure4_pathway_top_hits	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	background_significant_pathway	11	3000			True					
0.25224509147701923	3	t_nk	reactome	pdac_gse263733				ANAPC16;BUB3;KIF2A;PPP2R5C;PSMD6;RAN;RPS27;RPS27A;TUBA1A;TUBA8;TUBB1;UBA52	1.103237605026471	4.9777113976500305				0.006338148047829389	0.001185405365487758	figure4_pathway_top_hits	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	background_significant_pathway	12	3000			True					
0.27555183946488293	3	t_nk	reactome	pdac_gse263733				CDC42;COL1A2;FYN;LAT;LCK;LCP2;PIK3R1;PIK3R2;RAC2;RHOG	1.1137082651809223	2.621878769993782				0.006465663140472727	0.0012150917109399278	figure4_pathway_top_hits	REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	background_significant_pathway	10	3000			True					
0.2110883240322613	3	t_nk	reactome	pdac_gse263733				ATXN7;AXIN2;BIRC3;CCNA2;CYLD;ESR1;GATA3;OTUD7A;PSMD6;RPS27A;TNFAIP3;TOMM20;TRAF3;UBA52;USP10;USP15;VCPIP1	1.107579473271709	3.076290107140427				0.00657152466583104	0.0012439618522361855	figure4_pathway_top_hits	REACTOME_DEUBIQUITINATION	background_significant_pathway	17	3000			True					
0.2380700986325358	3	t_nk	reactome	pdac_gse263733				ACVR1C;CHRDL1;COL1A2;GREM2;JUNB;NOG;PPP1CB;RBL1;RPS27A;TNRC6B;TNRC6C;UBA52;USP15	1.1088252504997171	3.3958059498646227				0.007339859175024389	0.0014169718745399196	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	background_significant_pathway	13	3000			True					
0.26269230769230767	3	t_nk	reactome	pdac_gse263733				CXXC1;ELOVL5;MED10;MED17;MED30;MED4;PHF20;PSIP1;SETD1B;SGF29	1.1179237239639412	1.3614565938711167				0.009380987118227458	0.0019237629921322785	figure4_pathway_top_hits	REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	background_significant_pathway	10	3000			True					
0.2493841053560023	3	t_nk	reactome	pdac_gse263733				ATXN7;BRD1;ELP2;EPC1;ING3;KAT6A;MSL3;PHF20;SGF29;SUPT3H;YEATS4	1.1195054023653812	0.9095320837064222				0.009678032001655044	0.002004670290671458	figure4_pathway_top_hits	REACTOME_HATS_ACETYLATE_HISTONES	background_significant_pathway	11	3000			True					
0.21820878384843556	3	t_nk	reactome	pdac_gse263733				ATP6V0E2;ATP6V1G1;BCL2;CDC25B;CDH2;DCT;HINT1;IRF4;LEF1;TCF7;TNRC6B;TNRC6C;TYRP1;ZEB1	1.1082729972710341	3.350237909970539				0.010625050957390888	0.002263012216327917	figure4_pathway_top_hits	REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION	background_significant_pathway	14	3000			True					
0.2452021046868822	3	t_nk	reactome	pdac_gse263733				ANAPC16;BUB3;KIF2A;PPP2R5C;PSMD6;RPS27;RPS27A;TUBA1A;TUBA8;TUBB1;UBA52	1.1033809827412029	5.290976652494547				0.01083310877177968	0.002333441457508224	figure4_pathway_top_hits	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	background_significant_pathway	11	3000			True					
0.18202181208053692	3	t_nk	reactome	pdac_gse263733				CD28;CDKN1B;ESR1;FGF1;FGF10;FGF17;FGF9;FLT3LG;FOXO1;FYN;ICOS;IRS2;LCK;NTF3;PIK3CD;PIK3R1;PIK3R2;RAC2;RHOG;TRAT1	1.1091212723238921	2.55125545328483				0.010874444531333096	0.002344387290510872	figure4_pathway_top_hits	REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	background_significant_pathway	20	3000			True					
0.2562709030100334	3	t_nk	reactome	pdac_gse263733				COX4I1;COX7A2L;COX7C;DDIT4;GLS2;PRDX2;SESN1;SESN3;TNRC6B;TNRC6C	1.1160288287573152	1.9280302606523037				0.011060196507546674	0.0024031262646444134	figure4_pathway_top_hits	REACTOME_TP53_REGULATES_METABOLIC_GENES	manuscript_interpretable_candidate	10	3000			True					
0.2562709030100334	3	t_nk	reactome	pdac_gse263733				COX4I1;COX7A2L;COX7C;DDIT4;GLS2;PRDX2;SESN1;SESN3;TNRC6B;TNRC6C	1.1160288287573152	1.9280302606523037				0.011060196507546674	0.0024031262646444134	figure4_pathway_interpretable_hits	REACTOME_TP53_REGULATES_METABOLIC_GENES	manuscript_interpretable_candidate	10	3000			True					
0.18119966442953017	3	t_nk	reactome	pdac_gse263733				CCNA2;CCNH;CDC25B;CDK11A;CNTRL;HAUS3;HAUS7;MZT2A;MZT2B;PCM1;PPP1CB;PPP1R12A;PSMD6;RPS27A;SFI1;SKP1;TUBA1A;TUBA8;TUBB1;UBA52	1.111085078231373	2.258648373070173				0.011208783039932387	0.0024396205715082886	figure4_pathway_top_hits	REACTOME_MITOTIC_G2_G2_M_PHASES	background_significant_pathway	20	3000			True					
0.2052819653824679	3	t_nk	reactome	pdac_gse263733				ALX3;ATP6V0E2;ATP6V1G1;BCL2;CDC25B;CDH2;DCT;HINT1;IRF4;LEF1;TCF7;TNRC6B;TNRC6C;TYRP1;ZEB1	1.108618934194548	3.1319321346779665				0.012815687488484932	0.0028543484246653767	figure4_pathway_top_hits	REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	background_significant_pathway	15	3000			True					
0.1693403138164723	3	t_nk	reactome	pdac_gse263733				CD177;CD2;CD44;CD48;CD84;CEACAM3;COL1A2;FYN;GYPC;IGKV3-20;IGLV2-14;IGLV3-1;JAM3;LCK;PIK3R1;PIK3R2;SELL;SELPLG;SIRPG;SLC7A6;SLC7A9;SPN	1.108089740324024	2.5597842684523626				0.012984259962569675	0.0029065235446728735	figure4_pathway_top_hits	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	background_significant_pathway	22	3000			True					
0.22608489513609997	3	t_nk	reactome	pdac_gse263733				ATXN7;AXIN2;BIRC3;CCNA2;CYLD;GATA3;PSMD6;RPS27A;TOMM20;UBA52;USP10;USP15	1.1076375725559489	3.8821194828099883				0.014127820580098116	0.0032235308929237953	figure4_pathway_top_hits	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	background_significant_pathway	12	3000			True					
0.22208277554663092	3	t_nk	reactome	pdac_gse263733				CCNA2;CCND2;CCND3;CCNH;CDKN1B;CDKN2D;PSMD6;RBL1;RBL2;RPS27A;SKP1;UBA52	1.1093156025762507	3.4642900077548497				0.015865322869851258	0.0037263611438170794	figure4_pathway_top_hits	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	background_significant_pathway	12	3000			True					
0.23790969899665548	3	t_nk	reactome	pdac_gse263733				AXIN2;FRAT1;LEF1;PPP2R5C;PSMD6;RPS27A;SKP1;TCF7;TLE4;UBA52	1.104947111391685	5.241463752975688				0.018186507172272277	0.004426237238547394	figure4_pathway_top_hits	REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	background_significant_pathway	10	3000			True					
0.23222408026755847	3	t_nk	reactome	pdac_gse263733				ANAPC16;CCNA2;CCNH;CDC25B;CDKN1B;PSMD6;RBL2;RPS27A;SKP1;UBA52	1.1093749396015897	3.9175431182142346				0.02131327510268752	0.00530730568754247	figure4_pathway_top_hits	REACTOME_S_PHASE	background_significant_pathway	10	3000			True					
0.1573394715388673	3	t_nk	reactome	pdac_gse263733				CD28;ESR1;FGF1;FGF10;FGF17;FGF9;FLT3LG;FYN;ICOS;IL1RL1;IRS2;LCK;NTF3;PIK3CD;PIK3R1;PIK3R2;PPP2R5C;RAC2;RHOG;THEM4;TRAT1	1.109349188823811	2.4502508135601166				0.02394113898434613	0.0061370243593675995	figure4_pathway_top_hits	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	background_significant_pathway	21	3000			True					
0.18278056951423782	3	t_nk	reactome	pdac_gse263733				B2M;CAMK2B;CD44;GBP5;GBP6;GBP7;HLA-E;HLA-F;IRF1;IRF4;IRF9;JAK1;SOCS1;SOCS3;TRIM35	1.116916762307712	1.4806643401583035				0.026365983295820766	0.006926179340962543	figure4_pathway_top_hits	REACTOME_INTERFERON_GAMMA_SIGNALING	manuscript_interpretable_candidate	15	3000			True					
0.18278056951423782	3	t_nk	reactome	pdac_gse263733				B2M;CAMK2B;CD44;GBP5;GBP6;GBP7;HLA-E;HLA-F;IRF1;IRF4;IRF9;JAK1;SOCS1;SOCS3;TRIM35	1.116916762307712	1.4806643401583035				0.026365983295820766	0.006926179340962543	figure4_pathway_interpretable_hits	REACTOME_INTERFERON_GAMMA_SIGNALING	manuscript_interpretable_candidate	15	3000			True					
0.22001672240802672	3	t_nk	reactome	pdac_gse263733				CREM;CRTC3;F7;PPP1CB;PSMD6;RBM4;RORA;RPS27A;SKP1;UBA52	1.1079148184394785	4.354119345685467				0.028752655901050375	0.0077429687440575086	figure4_pathway_top_hits	REACTOME_CIRCADIAN_CLOCK	background_significant_pathway	10	3000			True					
0.1635833519636336	3	t_nk	reactome	pdac_gse263733				CD28;ESR1;FGF1;FGF10;FGF17;FGF9;FLT3LG;FYN;ICOS;IRS2;LCK;NTF3;PIK3CD;PIK3R1;PIK3R2;RAC2;RHOG;TRAT1	1.1097528155100822	2.60686692999055				0.029324939345917046	0.007941138504565706	figure4_pathway_top_hits	REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	background_significant_pathway	18	3000			True					
0.2159030100334448	3	t_nk	reactome	pdac_gse263733				ARSI;BGLAP;DPH5;EEF2;F7;RPL27A;RPL8;RPS23;RPS6;RWDD1	1.1021890233688596	6.06613207180053				0.031609192308072805	0.008761533867927787	figure4_pathway_top_hits	REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION	background_significant_pathway	10	3000			True					
0.16566425430379994	3	t_nk	reactome	pdac_gse263733				CALM1;CD79B;FYN;IGKV3-20;IGLV2-14;IGLV3-1;MALT1;NFATC1;NFATC2;PIK3CD;PIK3R1;PSMD6;RASGRP1;RPS27A;SH3KBP1;SKP1;UBA52	1.1078879974913673	3.0221531808321527				0.03173157482164779	0.008801415213441088	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	background_significant_pathway	17	3000			True					
0.21565217391304348	3	t_nk	reactome	pdac_gse263733				APBB1;ATM;CCNA2;EYA4;RNF168;RPS27A;SLX1A;TDP1;UBA52;UBXN1	1.1097798399418908	3.7964779164642097				0.03176030615465593	0.008827277579134417	figure4_pathway_top_hits	REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	background_significant_pathway	10	3000			True					
0.14415562610659993	3	t_nk	reactome	pdac_gse263733				B2M;CD207;FBXL16;FBXO10;FBXW12;HACE1;HLA-E;HLA-F;KBTBD6;KLHL11;PSMD6;RNF138;RPS27A;SKP1;SOCS1;SOCS3;TRIM71;UBA52;UBE2B;UBE2D2;UBE3D;WWP1	1.1099383518726582	2.309549487005411				0.03349349815866643	0.009439074280485097	figure4_pathway_top_hits	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	manuscript_interpretable_candidate	22	3000			True					
0.14415562610659993	3	t_nk	reactome	pdac_gse263733				B2M;CD207;FBXL16;FBXO10;FBXW12;HACE1;HLA-E;HLA-F;KBTBD6;KLHL11;PSMD6;RNF138;RPS27A;SKP1;SOCS1;SOCS3;TRIM71;UBA52;UBE2B;UBE2D2;UBE3D;WWP1	1.1099383518726582	2.309549487005411				0.03349349815866643	0.009439074280485097	figure4_pathway_interpretable_hits	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	manuscript_interpretable_candidate	22	3000			True					
0.16831434316353888	3	t_nk	reactome	pdac_gse263733				ATM;BRD1;CCNA2;CDK5R1;CHD3;JMY;KAT6A;MAPK11;PHF20;PLK3;PPP2R5C;PRDM1;RPS27A;TAF3;TAF4B;UBA52	1.1108565478689514	2.588160109371529				0.03400475796101812	0.009636277889798374	figure4_pathway_top_hits	REACTOME_REGULATION_OF_TP53_ACTIVITY	manuscript_interpretable_candidate	16	3000			True					
0.16831434316353888	3	t_nk	reactome	pdac_gse263733				ATM;BRD1;CCNA2;CDK5R1;CHD3;JMY;KAT6A;MAPK11;PHF20;PLK3;PPP2R5C;PRDM1;RPS27A;TAF3;TAF4B;UBA52	1.1108565478689514	2.588160109371529				0.03400475796101812	0.009636277889798374	figure4_pathway_interpretable_hits	REACTOME_REGULATION_OF_TP53_ACTIVITY	manuscript_interpretable_candidate	16	3000			True					
0.1569043892987555	3	t_nk	reactome	pdac_gse263733				ARID4A;ARID4B;CD79B;CHD3;CRBN;CYSLTR1;FXYD1;FXYD7;IGKV3-20;IGLV2-14;IGLV3-1;JAK1;JAK3;NR3C1;PDCD1;REST;S1PR1;SH3KBP1	1.1190220542495435	1.0712630454864767				0.035883875634523964	0.010357467953101097	figure4_pathway_top_hits	REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	low_specificity_housekeeping_or_infection_proxy	18	3000			True					
0.15350435949027497	3	t_nk	reactome	pdac_gse263733				ANK3;CNIH2;MAN1C1;MGAT4A;MGAT4C;OST4;RNF139;RPS27A;SEC22C;SPTB;ST3GAL1;ST8SIA1;TRAPPC6A;TUBA1A;TUBA8;TUBB1;UBA52;UBXN1	1.110283317420131	2.51898044689248				0.04003049404550816	0.01181745289005424	figure4_pathway_top_hits	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	background_significant_pathway	18	3000			True					
0.17292603578604915	3	t_nk	reactome	pdac_gse263733				CISH;COMMD6;FBXL16;FBXO10;FBXW12;KBTBD6;KLHL11;PSMD6;RPS27A;SKP1;SOCS2;SOCS3;UBA52;UBE2D2	1.108217787029877	3.362013465691624				0.04119604861283057	0.012231164855753075	figure4_pathway_top_hits	REACTOME_NEDDYLATION	background_significant_pathway	14	3000			True					
0.09116749446472383	3	t_nk	reactome	pdac_gse263733				ACAT2;ACSL6;AKR1B15;ALPI;APOA1;ARSI;BCHE;CERS1;CYP11A1;CYP17A1;CYP21A2;CYP24A1;DPEP2;ELOVL4;ELOVL5;EPHX2;FITM1;GLIPR1;HMGCLL1;IDI1;IDI2;INPP4A;INPP4B;KDSR;LDLRAP1;MED10;MED17;MED30;MED4;MTMR8	1.1214053847719405	0.9643533509498572				0.04119604861283057	0.012229949129764548	figure4_pathway_top_hits	REACTOME_METABOLISM_OF_LIPIDS	background_significant_pathway	51	3000			True					
0.21090560965950378	5	caf_fibroblast	hallmark	pdac_gse263733				ABI3BP;ACTA2;ANPEP;APLP1;BASP1;BGN;CALD1;CALU;CD59;CDH11;CDH6;COL11A1;COL12A1;COL16A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A2;COL6A3;CTHRC1;CXCL12;DCN;DPYSL3;DST;ECM1	0.8213995003646615	1.2312894256802294				9.10856964954944e-13	2.138161889565596e-14	figure4_pathway_top_hits	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	manuscript_interpretable_candidate	111	3000			True					
0.21090560965950378	5	caf_fibroblast	hallmark	pdac_gse263733				ABI3BP;ACTA2;ANPEP;APLP1;BASP1;BGN;CALD1;CALU;CD59;CDH11;CDH6;COL11A1;COL12A1;COL16A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A2;COL6A3;CTHRC1;CXCL12;DCN;DPYSL3;DST;ECM1	0.8213995003646615	1.2312894256802294				9.10856964954944e-13	2.138161889565596e-14	figure4_pathway_interpretable_hits	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	manuscript_interpretable_candidate	111	3000			True					
0.20805555555555555	5	caf_fibroblast	hallmark	pdac_gse263733				AEBP1;AGL;AKT2;APOD;APP;ATP6AP1;BDKRB2;CACNA1H;CAMK2B;CD36;CDH13;CKB;CLU;CNN3;COL15A1;COL1A1;COL3A1;COL4A2;COL6A2;COL6A3;COX7A1;CRAT;CRYAB;DMD;EIF4A2;FDPS;FHL1;FKBP1B;FST;FXYD1	0.8274227182881362	1.284558183948199				3.9197778185981774e-07	1.6415219784927577e-08	figure4_pathway_top_hits	HALLMARK_MYOGENESIS	background_significant_pathway	60	3000			True					
0.1852844586110306	5	caf_fibroblast	hallmark	pdac_gse263733				A2M;ACOX2;ARF4;C1R;C1S;CD9;CFH;CFI;CLU;CPQ;CRIP2;CSRP1;CTSB;CTSK;CTSO;F10;FBN1;FN1;GDA;GNG12;GSN;HTRA1;ISCU;LGMN;LRP1;MMP1;MMP11;MMP2;MSRB2;MST1	0.8312313558585422	1.2122364803439094				0.0002149690626570006	1.816639966115498e-05	figure4_pathway_top_hits	HALLMARK_COAGULATION	background_significant_pathway	42	3000			True					
0.19517813100968073	5	caf_fibroblast	hallmark	pdac_gse263733				ATOX1;C1R;C1S;CASP7;CD36;CD59;CDH13;CFH;CLU;COL4A2;CPQ;CSRP1;CTSB;CTSL;CTSO;F10;FN1;GNB4;HSPA1A;KCNIP2;LGMN;LRP1;ME1;PLAT;SCG3;SERPING1;TIMP1;TIMP2;USP14;USP8	0.8325607114144952	1.2201138907863247				0.0008055960118635924	9.04688103463715e-05	figure4_pathway_top_hits	HALLMARK_COMPLEMENT	background_significant_pathway	31	3000			True					
0.14491404433193023	5	caf_fibroblast	hallmark	pdac_gse263733				ACOX1;ACOX2;ACP2;ADH1C;APOE;ATP2A2;BCAR1;BLVRB;CBR1;CD36;CROT;CYB5A;DDAH2;DDC;DHPS;ECH1;ENPEP;EPHX1;ETFDH;F10;FABP1;FBLN1;FMO3;IGFBP4;LEAP2;MAN1A1;MAOA;NDRG2;PAPSS2;PDK4	0.8333138693767217	1.0453720144603564				0.002477649764864368	0.00036524977754338574	figure4_pathway_top_hits	HALLMARK_XENOBIOTIC_METABOLISM	background_significant_pathway	46	3000			True					
0.14632618646109374	5	caf_fibroblast	hallmark	pdac_gse263733				ACKR3;AKAP12;ALDOB;ATF3;BGN;CAV1;CDKN1C;CITED2;COL5A1;CSRP2;DCN;ENO2;EXT1;FOS;GBE1;ILVBL;JUN;LOX;MIF;MT1E;NDRG1;P4HA2;PAM;PCK1;PDK3;PFKL;SCARB1;SDC2;SELENBP1;SRPX	0.8333514210446086	1.108837697335652				0.007398985788574543	0.001438112730737024	figure4_pathway_top_hits	HALLMARK_HYPOXIA	manuscript_interpretable_candidate	35	3000			True					
0.14632618646109374	5	caf_fibroblast	hallmark	pdac_gse263733				ACKR3;AKAP12;ALDOB;ATF3;BGN;CAV1;CDKN1C;CITED2;COL5A1;CSRP2;DCN;ENO2;EXT1;FOS;GBE1;ILVBL;JUN;LOX;MIF;MT1E;NDRG1;P4HA2;PAM;PCK1;PDK3;PFKL;SCARB1;SDC2;SELENBP1;SRPX	0.8333514210446086	1.108837697335652				0.007398985788574543	0.001438112730737024	figure4_pathway_interpretable_hits	HALLMARK_HYPOXIA	manuscript_interpretable_candidate	35	3000			True					
0.22228922389726413	5	caf_fibroblast	hallmark	pdac_gse263733				APP;CCND2;COL3A1;COL5A2;FGFR1;FSTL1;ITGAV;JAG1;LUM;NRP1;PDGFA;POSTN;TIMP1;TNFRSF21;VCAN	0.8341939377425304	1.3084919095039367				0.007519807311781658	0.0014686572026766055	figure4_pathway_top_hits	HALLMARK_ANGIOGENESIS	manuscript_interpretable_candidate	15	3000			True					
0.22228922389726413	5	caf_fibroblast	hallmark	pdac_gse263733				APP;CCND2;COL3A1;COL5A2;FGFR1;FSTL1;ITGAV;JAG1;LUM;NRP1;PDGFA;POSTN;TIMP1;TNFRSF21;VCAN	0.8341939377425304	1.3084919095039367				0.007519807311781658	0.0014686572026766055	figure4_pathway_interpretable_hits	HALLMARK_ANGIOGENESIS	manuscript_interpretable_candidate	15	3000			True					
0.12439106817563617	5	caf_fibroblast	hallmark	pdac_gse263733				ADD1;ANKH;APP;ATF3;BCAP31;BGN;CASP7;CAV1;CCND2;CLU;DAP;DCN;DNM1L;ENO2;FEZ1;GADD45B;GPX3;GPX4;GSN;HGF;HSPB1;IFITM3;IGF2R;IGFBP6;JUN;KRT18;LUM;MMP2;PDGFRB;PEA15	0.8326761695874547	1.1172560242618002				0.01365686256253805	0.003075038161968661	figure4_pathway_top_hits	HALLMARK_APOPTOSIS	manuscript_interpretable_candidate	41	3000			True					
0.12439106817563617	5	caf_fibroblast	hallmark	pdac_gse263733				ADD1;ANKH;APP;ATF3;BCAP31;BGN;CASP7;CAV1;CCND2;CLU;DAP;DCN;DNM1L;ENO2;FEZ1;GADD45B;GPX3;GPX4;GSN;HGF;HSPB1;IFITM3;IGF2R;IGFBP6;JUN;KRT18;LUM;MMP2;PDGFRB;PEA15	0.8326761695874547	1.1172560242618002				0.01365686256253805	0.003075038161968661	figure4_pathway_interpretable_hits	HALLMARK_APOPTOSIS	manuscript_interpretable_candidate	41	3000			True					
0.18010558096011586	5	caf_fibroblast	hallmark	pdac_gse263733				ACSL3;ACTN1;ADAMTS1;AKAP12;ALDH1A3;ANKH;CDC14B;HOMER2;HPGD;ITGAV;MAF;NDRG1;PDLIM5;PGM3;PLPP1;SEC24D;SLC26A2;TSC22D1;XRCC5	0.8344536275221413	1.1678957452899532				0.014621012650402507	0.003360773612036182	figure4_pathway_top_hits	HALLMARK_ANDROGEN_RESPONSE	background_significant_pathway	19	3000			True					
0.12054528372449402	5	caf_fibroblast	hallmark	pdac_gse263733				AGL;ALDOB;B3GAT3;B4GALT7;CACNA1H;CITED2;COL5A1;COPB2;CYB5A;DCN;ENO2;EXT1;EXT2;FUT8;GUSB;HOMER1;HS2ST1;ME1;MIF;P4HA2;PAM;PDK3;PGAM1;PLOD2;PPIA;PSMC4;PYGB;RPE;SDC2;SDHC	0.8335955661372321	1.0743951443079356				0.022843767267489892	0.005804247345148136	figure4_pathway_top_hits	HALLMARK_GLYCOLYSIS	background_significant_pathway	37	3000			True					
0.11118038777613248	5	caf_fibroblast	hallmark	pdac_gse263733				ACTG2;ACTN1;ADAMTS5;AKT2;AKT3;BAIAP2;CD99;CDH11;CDH4;CDH6;CLDN15;CNTN1;COL16A1;CRAT;DLG1;EPB41L2;FBN1;IRS1;JAM3;LAYN;LDLRAP1;LIMA1;MMP2;MYH10;MYL9;NEXN;NFASC;PKD1;RRAS;SGCE	0.8335818711546216	1.06308621320969				0.030701151882601637	0.008446420189297916	figure4_pathway_top_hits	HALLMARK_APICAL_JUNCTION	manuscript_interpretable_candidate	39	3000			True					
